"ID","Obra","Início","Término","Suporte","Categoria","Réplica?","Fonte","Instituição","País_Instituição","Nº _de_artistas","ID_artista_1","NomeArtista1","PaísNascimentoArtista1","PaísMorteArtista1","ID_artista_2","NomedoArtista2","PaísNascimentoArtista2","PaísMorteArtista2"
192,"Setting for a Fairy Tale",1942,1942,"Glass-paned wooden box with printed paper, cardboard, twigs, mirror, and paint","Mixed media","N","https://www.guggenheim-venice.it/en/art/works/setting-for-a-fairy-tale/","Peggy Guggenheim Collection","Itália",1,2,"Joseph Cornell","EUA","EUA",,,,
193,"Soap Bubble Set",1942,1942,"Box construction","Mixed media","N","https://www.guggenheim-venice.it/en/art/works/soap-bubble-set/","Peggy Guggenheim Collection","Itália",1,2,"Joseph Cornell","EUA","EUA",,,,
194,"Untitled (Pharmacy)",1942,1942,"Box construction","Mixed media","N","https://www.guggenheim-venice.it/en/art/works/untitled-pharmacy/","Peggy Guggenheim Collection","Itália",1,2,"Joseph Cornell","EUA","EUA",,,,
195,"Naples",1942,1942,"box construction","Sculpture","N","https://www.nga.gov/content/ngaweb/collection/art-object-page.228046.html","The National Gallery of Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
196,"Untitled (Aviary with Multiple Birds)",1942,1942,"box construction","Sculpture","N","https://www.nga.gov/collection/art-object-page.228051.html","The National Gallery of Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
197,"untitled (pink ballet case)",1942,1942,"wood, glass, dried rose, leaf, shells, cloth, plastic, mica, cardboard","NA","N","https://walkerart.org/collections/artworks/untitled-pink-ballet-case","Walker Art Center","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
198,"Alone",1942,1942,"NA","Assemblage","N","Salvatore Meo-Assemblages-1948-1978","NA","NA",1,79,"Salvatore Meo","EUA","Itália",,,,
199,"Untitled (Large Owl), c. 1948
            

            Joseph Cornell",1943,1953,"box construction","NA","N","https://www.artic.edu/artworks/99760/untitled-large-owl","Art Institute of Chicago","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
200,"Untitled (Sequestered Bower), c. 1948
            

            Joseph Cornell",1943,1953,"box construction with amber glass","NA","N","https://www.artic.edu/artworks/99783/untitled-sequestered-bower","Art Institute of Chicago","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
201,"Palace",1943,1943,"Wood, hardboard, glass, mirrors, branches, etching, paint, and plant material","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/7848-palace","Menil","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
202,"Mémoires inédites de Madame la Marquise de la Rochejaquelein (Uncensored recollections of the Marquise of Rochejaquelein)",1943,1943,"cardboard box with glass containing sand, beads, printed paper, fabric, and gelatin silver print","Sculpture","N","https://www.sfmoma.org/artwork/82.346/","SFMOMA","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
203,"Paolo and Francesca",1943,1948,"box construction","Sculpture","N","https://www.nga.gov/content/ngaweb/collection/art-object-page.228049.html","The National Gallery of Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
204,"Untitled (Merz Picture 9)",1943,1943,"Öl, Papier, Pappe, Wolle, Watte, Glas, Metall, Stoff, Stoffblume, Kabel und Absatzsohle auf Holz","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
205,"Untitled (With Ray Roe, Hair and Comb)",1943,1945,"Öl, Leinwand (grundiert), Haare, Bakelitkamm, Rochenei und Karton auf Holz","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
206,"Untitled (Woman-Bottle)",1943,1943,"Oil on glass bottle","NA","N","https://www.artic.edu/artworks/145246/untitled-woman-bottle","Art Institute of Chicago","EUA",1,41,"René Magritte","Bélgica","Bélgica",,,,
207,"Portrait de Novalis",1943,1943,"Cuivre, plâtre, fil de fer, cire, encre de Chine et gouache sur papier, bois, verre","Objet","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/cKaa5nj","Centre Pompidou","França",1,29,"Victor Brauner","Romênia","França",,,,
208,"Untitled (Lighted Dancer), c. 1949
            

            Joseph Cornell",1944,1954,"Stained wood box with glass front, light bulb, tree bark, glitter or glass chips, glass, colored-paper image adhered to a wood form, and twigs","NA","N","https://www.artic.edu/artworks/99762/untitled-lighted-dancer","Art Institute of Chicago","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
209,"Untitled (Lighted Owl), c. 1949
            

            Joseph Cornell",1944,1954,"Stained wood box with glass front, paper, light bulb, colored-paper image on wood form, plastic spider, tree bark, and dried leaves","NA","N","https://www.artic.edu/artworks/99761/untitled-lighted-owl","Art Institute of Chicago","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
210,"Untitled (Sand Box)",1944,1944,"Glass-paned, painted wood box with black sand, metal ring, and ball bearings","NA","N","https://www.artic.edu/artworks/75377/untitled-sand-box","Art Institute of Chicago","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
211,"Untitled (Owl Habitat)",1944,1946,"Wood box with amber glass pane, photographic reproduction, bark, sawdust-like substance, mushroom, and colored glass fragment","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/3028-untitled-owl-habitat","Menil","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
212,"Untitled (It's terrific!)",1944,1944,"collage on leather-bound book cover","NA","N","https://www.christies.com/en/lot/lot-6216308","NA","NA",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
213,"Fossil",1944,1946,"Öl, Baumschwamm, Absatzsohle und Pappe auf Holz","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
214,"Untitled (Merz Picture with Shell and Yarn)",1944,1947,"Öl, Faden, Muschel, Gips und Holz auf Pappe auf Holz","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
215,"Square Dumb Bells",1944,1945,"Cast bronze","Sculpture","N","https://americanart.si.edu/artwork/square-dumb-bells-15641","Smithsonian American Art Museum","EUA",1,6,"Man Ray","EUA","França",,,,
216,"Pan Game and Marionette I Ching",1945,1945,"Painted wood, wood, metal, and plastic","Sculpture","N","https://www.moma.org/collection/works/110562?classifications=10&date_begin=Pre-1850&date_end=1961&include_uncataloged_works=false&on_view=false&page=7&recent_acquisitions=false&with_images=true","MoMA","EUA",1,89,"Alejandro Xul Solar","Argentina","Argentina",,,,
217,"Aldeana de Fiobre",1945,1945,"Madera, piedras y conchas","Esculturas intactas","N","https://museoph.org/obra/aldeana-de-fiobre","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
218,"Ave cabría",1945,1945,"Piedra, concha y madera","objetos hallados","N","https://museoph.org/obra/ave-cabria","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
219,"Boda de peces",1945,1945,"Madera y caracola","Esculturas intactas","N","https://museoph.org/obra/boda-de-peces","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
220,"Ciprés",1945,1945,"Piña","Esculturas intactas","N","https://museoph.org/obra/cipres","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
221,"Cráneo",1945,1945,"Madera, piedra y concha","NA","N","https://museoph.org/obra/craneo","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
222,"Extraño caracol ó Alimaña trepadora",1945,1945,"Piedra, raíz y concha","objetos intactos","N","https://museoph.org/obra/extrano-caracol-o-alimana-trepadora","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
223,"Figura",1945,1945,"Piedra, conchas y corcho","NA","N","https://museoph.org/obra/figura","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
224,"Hélice",1945,1945,"Piedra, conchas y madera","NA","N","https://museoph.org/obra/helice","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
225,"Isla",1945,1945,"Nácar y corteza de pino sobre tablero pintado","NA","N","https://museoph.org/obra/isla","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
226,"Marinero Narciso",1945,1945,"Madera, espejo, corcho, conchas y alambre","NA","N","https://museoph.org/obra/marinero-narciso","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
227,"Mujer del Regueiro",1945,1945,"Madera, piedras y conchas","NA","N","https://museoph.org/obra/mujer-del-regueiro","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
228,"Ondina",1945,1945,"Piedra, conchas y madera","""Objetos hallados"" o ""Esculturas intactas""","N","https://museoph.org/obra/ondina","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
229,"Pájaro del mar",1945,1945,"Madera y caracola","""Objetos hallados"" o ""Esculturas intactas""","N","https://museoph.org/obra/pajaro-del-mar","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
230,"Pescador de Sada",1945,1945,"Piedras","""Objetos hallados"" o ""Esculturas intactas""","N","https://museoph.org/obra/pescador-de-sada","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
231,"Suspiro del buzo",1945,1945,"Anzuelo y madera","NA","N","https://museoph.org/obra/suspiro-del-buzo","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
232,"Tormenta",1945,1945,"Raíz","Esculturas intactas","N","https://museoph.org/obra/tormenta","Museo Patio Herreriano","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
233,"Ondina",1945,1945,"Guijarros, tronco de madera y conchas","Assemblage; Sculputure","N","https://www.museoreinasofia.es/coleccion/obra/ondina","Reina Sofia","Espanha",1,24,"Angel Ferrant","Espanha","Espanha",,,,
234,"Untitled (Forgotten Game), c. 1949
            

            Joseph Cornell",1945,1955,"Box construction","NA","N","https://www.artic.edu/artworks/99773/untitled-forgotten-game","Art Institute of Chicago","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
235,"Untitled (Hôtel du Nord), c. 1950
            

            Joseph Cornell",1945,1955,"Box construction with painted glass","NA","N","https://www.artic.edu/artworks/99776/untitled-hotel-du-nord","Art Institute of Chicago","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
236,"Owl Box (Boîte à hibou)",1945,1946,"Boîte en bois contenant un assemblage d'éléments divers : bois, mousse, figurine en papier","Objet","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/c5p8kk8","Centre Pompidou","França",1,2,"Joseph Cornell","EUA","EUA",,,,
237,"Homage to the Romantic Ballet (for the Sylphide, Lucille Grahn)",1945,1945,"Painted wood box, glass pane, velvet, photostat, beads, glitter, potpourri tulle, and butterfly wings","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/16753-homage-to-the-romantic-ballet-for-the-sylphide-lucille-grahn","Menil","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
238,"Museum",1945,1948,"Wood chest, glass vials, cloth, cord, cork, paper, and found objects","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/16754-museum","Menil","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
239,"Untitled (Le Zollverein et Brême)",1945,1949,"Wood, glass, paint, book pages containing dyed sand, and metal ball and ring","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/16756-untitled-le-zollverein-et-breme","Menil","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
240,"Untitled [Swan Box]",1945,1945,"box construction","Sculpture","N","https://www.nga.gov/content/ngaweb/collection/art-object-page.228058.html","The National Gallery of Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
241,"Untitled (for Stephanie)",1945,1945,"painted wood, collage, mirror, music box mechanism","Sculpture","N","https://searchthecollection.nga.gov.au/object/49612?keyword=Joseph%20Cornell&includeParts&searchIn=artistOrCulture&selectedFilters=%5B%7B%22label%22:%221800-1960%22,%22value%22:%7B%22from%22:1800,%22to%22:1960%7D,%22field%22:%22date%22%7D%5D","The National Gallery of Australia","Austrália",1,2,"Joseph Cornell","EUA","EUA",,,,
242,"Rose Castle",1945,1945,"Assemblage","Sculpture","N","https://whitney.org/collection/works/2607","Whitney Museum of American Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
243,"Untitled",1945,1945,"NA","Assemblage","N","https://www.weinstein.com/artists/52-kay-sage/works/33067-kay-sage-untitled-1945/","NA","NA",1,81,"Kay Sage","EUA","EUA",,,,
244,"Untitled (Small Merz Picture with Many Parts)",1945,1947,"Öl, Kitt, Stein, Keramik, Glas, Metall, Muschel, Tube, Pappe, Bakelit und Holz auf Holz","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
245,"Out of My Window",1945,1945,"mixed media assemblage on bottle","NA","N","https://www.michaelrosenfeldart.com/artists/laurence-vail-1891-1968","Michael Rosenfeld Gallery","EUA",1,20,"Laurance Vail","França","França",,,,
246,"Bottle",1945,1945,"Glass bottle and stopper encrusted with shells, glass, barnacles, coral, and metal","Painting and Sculpture","N","https://www.moma.org/collection/works/80880?artist_id=6050&page=1&sov_referrer=artist","MoMA","EUA",1,20,"Laurance Vail","França","França",,,,
247,"Escultura lumínica Madi",1946,1946,"Néon, bois peint, Plexiglas","Sculpture","N","https://www.centrepompidou.fr/es/ressources/oeuvre/c695RA","Centre Pompidou","França",1,105,"Gyula Kosice","Eslováquia","Argentina",,,,
248,"Estructura lumínica Madí 6",1946,1946,"Neon gas, Plexiglas, and wood box","TIME-BASED MEDIA ARTWORK; SCULPTURE","N","https://emuseum.mfah.org/objects/63005/estructura-luminica-madi-6?ctx=4e729dc84af846c26cd3555f064ec137d20bbef3&idx=81","Museum of Fine Arts, Houston","EUA",1,105,"Gyula Kosice","Eslováquia","Argentina",,,,
249,"Untitled (Woodpecker Habitat)",1946,1946,"Box construction: wood, cut paper, and found objects","Sculpture","N","https://philamuseum.org/collection/object/93672","Philadelphia Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
250,"Untitled (Pink Palace)",1946,1946,"Fiberboard, etching reproduction, mirrors, twigs, and paint in a glass-fronted wood box","Sculpture","N","https://americanart.si.edu/artwork/untitled-pink-palace-64817","Smithsonian American Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
251,"Untitled (Paul and Virginia)",1946,1948,"box construction (bird’s nest, eggs, and collage)","Sculpture","N","https://www.nga.gov/content/ngaweb/collection/art-object-page.228056.html","The National Gallery of Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
252,"Untitled (The Nipple Picture)",1946,1946,"Öl, Papier, Karton, Gummi, Stoffband und Glas auf Pappe","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,84,"Kurt Schwitters","Alemanha","Reino Unido",,,,
253,"Étant donnés: 1° la chute d'eau, 2° le gaz d'éclairage . . . (Given: 1. The Waterfall, 2. The Illuminating Gas . . . )",1946,1966," Mixed media assemblage: (exterior) wooden door, iron nails, bricks, and stucco; (interior) bricks, velvet, wood, parchment over an armature of lead, steel, brass, synthetic putties and adhesives, aluminum sheet, welded steel-wire screen, and wood; Peg-Board, hair, oil paint, plastic, steel binder clips, plastic clothespins, twigs, leaves, glass, plywood, brass piano hinge, nails, screws, cotton, collotype prints, acrylic varnish, chalk, graphite, paper, cardboard, tape, pen ink, electric light fixtures, gas lamp (Bec Auer type), foam rubber, cork, electric motor, cookie tin, and linoleum","Sculpture","N","https://philamuseum.org/collection/object/65633","Philadelphia Art Museum","EUA",1,129,"Marcel Duchamp","França","França",,,,
254,"Fanny Cerrito in Ondine",1947,1947,"Box construction","Sculpture","N","https://harvardartmuseums.org/collections/object/374741?position=374741","Harvard Art Museums","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
255,"Untitled (Decoupage Cabinet, Comédies et proverbes)",1947,1949,"Wood, glass, paper, printed paper, velvet, book pages, brass, and matchboxes","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/184-untitled-decoupage-cabinet-comedies-et-proverbes","Menil","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
256,"Soap Bubble Set",1947,1948,"box construction","Sculpture","N","https://www.nga.gov/content/ngaweb/collection/art-object-page.228050.html","The National Gallery of Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
257,"Les caprices de Gizelle [Gizelle's caprices]",1947,1947,"box construction","Sculpture","N","https://searchthecollection.nga.gov.au/object/113203?keyword=Joseph%20Cornell&includeParts&searchIn=artistOrCulture&selectedFilters=%5B%7B%22label%22:%221800-1960%22,%22value%22:%7B%22from%22:1800,%22to%22:1960%7D,%22field%22:%22date%22%7D%5D","The National Gallery of Australia","Austrália",1,2,"Joseph Cornell","EUA","EUA",,,,
258,"Passion in the Attic",1947,1947,"NA","Sculpture","N","https://www.stedelijk.nl/en/collection/3250-karel-appel-drift-op-zolder","Stedelijk Museum Amsterdam","Holanda",1,110,"Karel Appel","Holanda","Suíça",,,,
